brand,model,firmware,option,exe_can_1,exe_can_2,exe_can_3,exe_lin,read_can_1,read_can_2,read_can_3,read_lin,explanation
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Turn lights,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Headlights,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Vehicle security system,+,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Step-by-step disarming,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Turn off ACC,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Engine start via CAN,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Heating,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Light track,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Horn,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Additional function,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Speed,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Automatic start via original remote,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Keyless access block,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Code immobilizer,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Command before autostart,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Sound indication 1 via CAN,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Sound indication 2 via CAN,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Light indication 1 via CAN,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Light indication 2 via CAN,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,VALET button by CAN,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Distance to empty,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Washer fluid level,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Power windows position,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Tires pressure (TPMS),-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,OBD II diagnostic trouble codes,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Battery charger connector status,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Fast charging,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Slow charging,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Remaining distance on HV battery,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,"""Ready"" status",-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,SOH,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,SOC,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,HV battery temperature,-,-,-,-,-,-,-,-,
Acura,RDX II (TB3/TB4) (2013-2015 г.),All configurations,Explanation 1,,,,,,,,,Connect to CAN: one wire bus in a socket under the wheel hood CanHigh - contact #4
Acura,RDX III+re. (2018-2021 г.),null,Model code,,,,,,,,,2622
Acura,RDX III+re. (2018-2021 г.),null,CAN Block,,,,,,,,,No
Acura,RDX III+re. (2018-2021 г.),null,Immobilizer bypass,,,,,,,,,Yes
Acura,RDX III+re. (2018-2021 г.),null,Alarms with immobilizer bypass support,,,,,,,,,
Acura,RDX III+re. (2018-2021 г.),null,Tooltip for immobilizer bypass support,,,,,,,,,
Acura,RDX III+re. (2018-2021 г.),null,Driver door,-,-,-,-,+,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Passenger door,-,-,-,-,+,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Rear left door,-,-,-,-,+,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Rear right door,-,-,-,-,+,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Sunroof,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Front hood,-,-,-,-,+,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Trunk,-,-,-,-,+,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Ignition,-,-,-,-,+,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Brake,-,-,-,-,+,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Marker lights,-,-,-,-,+,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Neutral,-,-,-,-,+,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Tachometer,-,-,-,-,+,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,"""Slave"" function",-,-,-,-,+,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,"Trunk ""Slave"" function",-,-,-,-,+,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Factory alarm triggering,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Fuel level,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Interior temperature,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Engine temperature,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Outside temperature,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Central lock,+,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Windows closing at arming,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Side mirrors,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Turn lights,+,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Headlights,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Vehicle security system,+,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Step-by-step disarming,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Turn off ACC,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Engine start via CAN,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Heating,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Light track,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Horn,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Additional function,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Speed,-,-,-,-,+,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Automatic start via original remote,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Keyless access block,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Code immobilizer,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Command before autostart,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Sound indication 1 via CAN,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Sound indication 2 via CAN,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Light indication 1 via CAN,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Light indication 2 via CAN,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,VALET button by CAN,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Distance to empty,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Washer fluid level,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Power windows position,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Tires pressure (TPMS),-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,OBD II diagnostic trouble codes,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Battery charger connector status,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Fast charging,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Slow charging,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,Remaining distance on HV battery,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,"""Ready"" status",-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,SOH,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,SOC,-,-,-,-,-,-,-,-,
Acura,RDX III+re. (2018-2021 г.),null,HV battery temperature,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Model code,,,,,,,,,2611
Acura,RL II (2004-2012 г.),All configurations,CAN Block,,,,,,,,,No
Acura,RL II (2004-2012 г.),All configurations,Immobilizer bypass,,,,,,,,,Yes
Acura,RL II (2004-2012 г.),All configurations,Alarms with immobilizer bypass support,,,,,,,,,"Pandora Professional, Pandora Control, Light, Pandora Optima, Pandora Elite, Pandora Advanced, Light Pro/ Light +, Light Pro v2, Pandora Elite v2, Smart Pro v3, Light v3"
Acura,RL II (2004-2012 г.),All configurations,Driver door,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Passenger door,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Rear left door,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Rear right door,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Sunroof,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Front hood,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Trunk,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Ignition,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Brake,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Marker lights,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Neutral,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Tachometer,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,"""Slave"" function",-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,"Trunk ""Slave"" function",-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Factory alarm triggering,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Fuel level,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Interior temperature,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Engine temperature,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Outside temperature,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Central lock,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Windows closing at arming,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Side mirrors,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Turn lights,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Headlights,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Vehicle security system,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Step-by-step disarming,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Turn off ACC,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Engine start via CAN,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Heating,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Light track,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Horn,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Additional function,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Speed,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Automatic start via original remote,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Keyless access block,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Code immobilizer,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Command before autostart,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Sound indication 1 via CAN,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Sound indication 2 via CAN,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Light indication 1 via CAN,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Light indication 2 via CAN,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,VALET button by CAN,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Distance to empty,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Washer fluid level,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Power windows position,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Tires pressure (TPMS),-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,OBD II diagnostic trouble codes,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Battery charger connector status,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Fast charging,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Slow charging,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,Remaining distance on HV battery,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,"""Ready"" status",-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,SOH,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,SOC,-,-,-,-,-,-,-,-,
Acura,RL II (2004-2012 г.),All configurations,HV battery temperature,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Model code,,,,,,,,,2611
Acura,TL (2008-2012 г.),without PTS,CAN Block,,,,,,,,,No
Acura,TL (2008-2012 г.),without PTS,Immobilizer bypass,,,,,,,,,Yes
Acura,TL (2008-2012 г.),without PTS,Alarms with immobilizer bypass support,,,,,,,,,"Pandora Professional, Pandora Control, Light, Pandora Optima, Pandora Elite, Pandora Advanced, Light Pro/ Light +, Light Pro v2, Pandora Elite v2, Smart Pro v3, Light v3"
Acura,TL (2008-2012 г.),without PTS,Driver door,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Passenger door,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Rear left door,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Rear right door,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Sunroof,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Front hood,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Trunk,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Ignition,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Brake,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Marker lights,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Neutral,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Tachometer,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,"""Slave"" function",-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,"Trunk ""Slave"" function",-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Factory alarm triggering,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Fuel level,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Interior temperature,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Engine temperature,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Outside temperature,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Central lock,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Windows closing at arming,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Side mirrors,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Turn lights,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Headlights,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Vehicle security system,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Step-by-step disarming,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Turn off ACC,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Engine start via CAN,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Heating,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Light track,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Horn,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Additional function,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Speed,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Automatic start via original remote,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Keyless access block,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Code immobilizer,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Command before autostart,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Sound indication 1 via CAN,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Sound indication 2 via CAN,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Light indication 1 via CAN,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Light indication 2 via CAN,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,VALET button by CAN,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Distance to empty,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Washer fluid level,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Power windows position,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Tires pressure (TPMS),-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,OBD II diagnostic trouble codes,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Battery charger connector status,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Fast charging,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Slow charging,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,Remaining distance on HV battery,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,"""Ready"" status",-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,SOH,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,SOC,-,-,-,-,-,-,-,-,
Acura,TL (2008-2012 г.),without PTS,HV battery temperature,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Model code,,,,,,,,,2611
Acura,TLX I +re. (2014-2016 г.),All configurations,CAN Block,,,,,,,,,No
Acura,TLX I +re. (2014-2016 г.),All configurations,Driver door,-,-,-,-,+,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Passenger door,-,-,-,-,+,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Rear left door,-,-,-,-,+,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Rear right door,-,-,-,-,+,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Sunroof,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Front hood,-,-,-,-,+,-,-,-,depends on vehicles configuration
Acura,TLX I +re. (2014-2016 г.),All configurations,Trunk,+,-,-,-,+,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Ignition,-,-,-,-,+,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Brake,-,-,-,-,+,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Marker lights,+,-,-,-,+,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Neutral,-,-,-,-,+,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Tachometer,-,-,-,-,+,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,"""Slave"" function",-,-,-,-,+,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,"Trunk ""Slave"" function",-,-,-,-,+,-,-,-,"when trunk is unlocked using original remote, Pandora system disarms"
Acura,TLX I +re. (2014-2016 г.),All configurations,Factory alarm triggering,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Fuel level,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Interior temperature,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Engine temperature,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Outside temperature,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Central lock,+,-,-,-,+,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Windows closing at arming,+,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Side mirrors,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Turn lights,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Headlights,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Vehicle security system,+,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Step-by-step disarming,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Turn off ACC,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Engine start via CAN,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Heating,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Light track,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Horn,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Additional function,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Speed,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Automatic start via original remote,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Keyless access block,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Code immobilizer,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Command before autostart,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Sound indication 1 via CAN,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Sound indication 2 via CAN,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Light indication 1 via CAN,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Light indication 2 via CAN,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,VALET button by CAN,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Distance to empty,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Washer fluid level,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Power windows position,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Tires pressure (TPMS),-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,OBD II diagnostic trouble codes,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Battery charger connector status,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Fast charging,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Slow charging,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Remaining distance on HV battery,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,"""Ready"" status",-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,SOH,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,SOC,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,HV battery temperature,-,-,-,-,-,-,-,-,
Acura,TLX I +re. (2014-2016 г.),All configurations,Explanation 1,,,,,,,,,"Connect to CAN: in the dashboard wiring twisted pair CanHigh - pink, CanLow - blue."
Acura,TSX (2008-2012 г.),without PTS,Model code,,,,,,,,,2611
Acura,TSX (2008-2012 г.),without PTS,CAN Block,,,,,,,,,No
Acura,TSX (2008-2012 г.),without PTS,Driver door,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Passenger door,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Rear left door,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Rear right door,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Sunroof,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Front hood,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Trunk,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Ignition,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Brake,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Marker lights,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Neutral,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Tachometer,-,-,-,-,-,-,-,-,
